Date,Open,High,Low,Close,Adj Close,Volume,MA_10,MA_50,Volatility,Daily Return,RSI,upper_band,middle_band,lower_band
2021-03-16,50.790000915527344,55.17499923706055,43.087501525878906,52.04249954223633,52.04249954223633,141691600,1.790575646852346,-0.27114263108060027,5.650977375286161,-0.7440520299750497,1.2610994870566539,2.4918908049161,0.5036971320274517,-2.6284673405504657
2021-03-17,54.459999084472656,57.86750030517578,51.0,52.45249938964844,52.45249938964844,65926400,1.9618670791821986,-0.18823492654820034,4.736613106542842,0.08284628813934143,1.2829958045733652,2.5650788500507256,0.671125472139893,-2.3442919500622406
2021-03-18,53.5,54.720001220703125,48.912498474121094,50.4375,50.4375,47059600,2.100692546185671,-0.10884916270359117,3.6988065200335707,-0.5320723307602364,1.1067671108340051,2.58509872422324,0.8356827972403005,-1.9853869948162208
2021-03-19,48.932498931884766,56.75,45.665000915527344,50.067501068115234,50.067501068115234,98709200,2.225775500734781,-0.03052686821708025,2.381430611629017,-0.11923985004015651,1.0732054098662789,2.5678248679876505,0.9988301592540815,-1.5726348396747347
2021-03-22,51.314998626708984,52.59000015258789,46.54999923706055,48.622501373291016,48.622501373291016,40246000,2.2257555080517695,0.04542737359714331,2.3815796829061506,-0.40515827873217375,0.9364190264472705,2.513778198554978,1.1505445383659152,-1.1305645715212342
2021-03-23,49.375,50.4375,44.38750076293945,45.4375,45.4375,57716400,2.0954316013747256,0.11606425630259283,2.6543539386387125,-0.8918935836632009,0.6375831172076515,2.396931469191802,1.2902946348171789,-0.6205244663278362
2021-03-24,39.494998931884766,41.74250030517578,29.655000686645508,30.084999084472656,30.084999084472656,96711600,1.8060584842088792,0.15929199463191832,3.756314266181071,-4.509860935097434,-0.4968476837828435,2.359272453192343,1.319546315715499,-0.4935231818079844
2021-03-25,30.872499465942383,46.875,29.225000381469727,45.9375,45.9375,203849200,1.6535304901170667,0.22981693289185595,3.242651025470175,6.977296540189554,0.5805299588026249,2.337807813594373,1.3961953277070747,-0.2791369264421919
2021-03-26,49.41999816894531,54.73249816894531,40.814998626708984,45.25,45.25,149722800,1.4864998342919342,0.2942279880794721,2.2637957398007837,-0.22059126757481545,0.5343822625349515,2.288124027194844,1.4771764144311534,-0.011223495623211913
2021-03-29,45.1875,48.47999954223633,43.377498626708984,45.32500076293945,45.32500076293945,40168800,1.4088055820696153,0.3551041864494583,2.0248021307651385,0.00021714108823216318,0.5391107958227471,2.2565890961224717,1.5393988238702438,0.18444816002453762
